Tweet_count,Username,Text,Created At,Retweets,Likes
920,PETER MAYA 🇺🇸,"I was about to sleep then boom 💥! @GladysShollei breathing fire
I am putting you Rigathi Gachagua on notice. You are going to be impeached,I can confirm that to you and I shall be in charge of that impeachment myself.

#USKenyaBusinessForum

Karibu Kenya

 #Impeachment https://t.co/EjIziAvafs",Mon Sep 23 18:05:51 +0000 2024,7,7
921,Dennis Wainaina,"DP Rigathi Gachagua is very clever. He knew that the parliament could not give him enough time to defend himself tomorrow. The only chance he had was on the press. Evidence kwa kalatas.Tomorrow will be just a formality.VERY GOOD.
.
.
.
Riggy G 
#morarakebaso https://t.co/8uGdVoSbJx",Mon Oct 07 17:47:37 +0000 2024,70,368
922,Ann 🇰🇪,Rigathi Gachagua has been impeached. What next?,Tue Oct 08 18:23:10 +0000 2024,3,16
923,"Abuga Makori EGH, MBE","Should Samson Cherargei vote to save Rigathi Gachagua,  he should be ready for political wilderness in the next century. https://t.co/mxYRRYPt7d",Wed Oct 09 03:57:53 +0000 2024,6,59
924,TL Elder,"Boniface Mwangi is the one who has benefitted the most, yeye na akina Hanifa I overhead kwa a conference call ya organisation ya maandamano that Rigathi Gachagua sent them 900K each cash na wakikuwa successful he will top with with 2 million bob each. 
#RejectFinanceBill2024",Fri Jun 21 20:14:22 +0000 2024,935,2844
925,Donald B Kipkorir,Rigathi Gachagua has been impeached by the National Assembly. The Impeachment Trial now moves to the Senate where he needs only 17 Senators to be acquitted. This is a turning point in our History. Senate has unique role to establish the CONSTITUTIONAL THRESHOLD on impeachments.,Tue Oct 08 18:22:42 +0000 2024,703,3189
926,The Government Critic 🇰🇪,Both William Ruto and Rigathi Gachagua should be impeached. Waende wote #ImpeachBoth https://t.co/DFUbyrxB7W,Mon Sep 23 17:20:39 +0000 2024,725,1184
927,Josh,Eithet Ruto had no idea who Rigathi Gachagua was or Gachagua just learned quickly,Mon Oct 07 18:31:44 +0000 2024,1049,6230
928,Julie❣️,The way people believed in President William Ruto and Rigathi Gachagua maybe is the same mistake that wanna repeat itself with Morara. You never know someone's true intentions,Tue Oct 08 08:49:05 +0000 2024,46,93
929,Citizen TV Kenya,"DP Rigathi Gachagua: When I called this press conference, there was a lot of speculation that Rigathi Gachagua wants to resign. This is a man elected by 7.2 million Kenyans, how dare you suggest to him that he can do so without public participation? I have no intention whatsoever https://t.co/SRE0ggiehf",Mon Oct 07 19:11:00 +0000 2024,48,253
930,Miss KyaloKyalo,"Junet....
#KufaDerevaKufaMakanga Rigathi Gachagua https://t.co/GNgeYWhPpz",Tue Oct 08 16:08:03 +0000 2024,0,0
931,Kenyans.co.ke,I have no intention whatsoever to resign from this job. This is a man elected by 7.2 million Kenyans. I will fight to the end - DP Rigathi Gachagua https://t.co/ZxA4Hb8uCg,Mon Oct 07 18:13:54 +0000 2024,187,1612
932,Karani Mutonga,Rigathi Gachagua fate is sealed at the national assembly and senate. It doesn't help him to resign or be hanged silently. Those who are telling him to resign are afraid of him to implode. Gachagua needs to go down with the whole house. He needs to expose it all.,Tue Oct 08 07:56:18 +0000 2024,69,175
933,Donald B Kipkorir,What is truly annoying me about Rigathi Gachagua Impeachment is SHEER HYPOCRISY of our political leaders &amp; more specifically MPs. State Corporations in its employment roll represent the face of the CEO. If you get the list of service providers &amp; suppliers to any State Corporation,Tue Oct 08 16:57:55 +0000 2024,955,3064
934,Maverick Aoko,"Hapo kwa abductions and extra judicial killings 

Thank you @rigathi 

I don't know where @citizentvkenya get these Oria journalists

Sasa umenipea courage. I'll defend you with my soul 

You're my hero Rigathi Gachagua!",Mon Oct 07 18:41:27 +0000 2024,2107,10297
935,Cornelius K. Ronoh,Gladys Boss Shollei: We are going to impeach Rigathi Gachagua. It’s over between Gachagua and William Ruto. Akwende kabisa! https://t.co/gCWQEzGWVc,Mon Sep 23 15:29:28 +0000 2024,123,741
936,Iam Mwathi,"A decision has been made that Gachagua is no longer useful to this administration. My role was to help fight Uhuru Kenyatta and bring Ruto to power - Rigathi Gachagua
Riggy G https://t.co/GBDZ0TF3J3",Mon Oct 07 17:21:50 +0000 2024,0,3
937,Nyamu,"The impeachment team, ""Tuko kadi"".

Rigathi Gachagua, ""Ikuje tu hivo"". https://t.co/uSe4M8zjVr",Mon Oct 07 18:51:41 +0000 2024,42,143
938,EDGAR 🇰🇪,"Playing clips of William Ruto and saying that he learnt from his boss

DP Rigathi Gachagua means;

If you must impeach me, impeach The President too.

I am a product of William Ruto.

If I'm going down we go down together.

And yes they must both GO.",Tue Oct 08 15:30:38 +0000 2024,1090,3719
939,BRAVIN YURI,When Rigathi Gachagua said “It was during Kibaki’s era when things were working” I almost fell. Hio ni kuinject.,Mon Oct 07 17:05:18 +0000 2024,1235,5796
940,The Standard Digital,Danson Mungatana explains why he filed a censure motion against DP Rigathi Gachagua. https://t.co/nU5EkYmIXw,Mon Sep 23 13:29:59 +0000 2024,55,196
941,Mwalimu🇰🇪🇺🇲,"Dear male teachers , this is a trap. They don't want to see something in your bank account dont try!!!!!  It is a trap

John. Rigathi Gachagua. Dr Moraa. Mpesa. Starlink. Oscar Sudi. Sifuna. #Maandamano. Githurai. Resign. Kikuyus. Cate Waruguru. https://t.co/Crw720cF2i",Mon Sep 23 15:44:49 +0000 2024,7,23
942,Ahmednasir Abdullahi SC,"If I advertise for the job of manager of my camel farm at Bangal and make the first requirement ""a masters degree from a recognised university..."" 90% of H.E @WILLIAMSRUTO's cabinet including the DP RIGATHI GACHAGUA will not be qualified to be shortlisted!..If i lower the",Thu Jul 04 15:41:22 +0000 2024,1305,3745
943,Omwamba 🇰🇪,"BREAKING NEWS
DP Rigathi Gachagua will Appear in Parliament tomorrow in Person! https://t.co/8RTDCsJ1ri",Mon Oct 07 16:26:37 +0000 2024,123,798
944,Morara Kebaso Snr Diaries🐦,"This is sad! A doctor spents more the 5 years training to save lives only to be frustrated by a system that fevors the political class rathan professional class. Rest in peace Dr. Moraa

#Impeachment Rigathi Gachagua Wamuchomba AIDS #Maandamano https://t.co/5cdLGGAVpT",Mon Sep 23 14:04:54 +0000 2024,26,62
945,Kidd Eazi,Rigathi Gachagua is done and dusted already. He won't survive even in the courts,Tue Oct 08 20:25:16 +0000 2024,1,11
946,Office of Dr. Ekuru Aukot.,"Dr. Ekuru Aukot @EAukot on attempts and plan to impeach the Deputy President of Kenya. Hon. Rigathi Gachagua @rigathi.

Hon. Rigathi Gachagua is being used as a scapegoat for President Ruto’s failing government. https://t.co/6vpcyrA4yA",Mon Sep 23 20:13:59 +0000 2024,2,3
947,Eddie Butita OGW,"Karibu Rigathi Gachagua ajiapiashe 😂😂, Mr Riggy G will surely give us top tier content",Tue Sep 13 10:03:08 +0000 2022,2465,20601
948,Beholder,"I just know after not voting Yes to impeach Rigathi Gachagua, Ruto will either give Ndindi Nyoro the DP position....

OR will add Nyoro in his Jacob Juma, Yebei black book. He will deal with the remaining darling of the mountain.

 He doesn't forgive, He doesn't forget.",Tue Oct 08 23:10:50 +0000 2024,0,2
949,Munee 🦋,"These Somalis such as Junet ,Fatuma full network and Farah Maalim are bitter because Rigathi Gachagua pointed out their man at NIS.",Tue Oct 08 17:01:01 +0000 2024,48,109
950,Makonere Wesutsa,"Parliament went full force kuguza murima and impeaching DP Rigathi Gachagua wakasahau mambo ya maana kama SHIF na Adani scandals. 
Now that they are done with Riggy G watch most of them stay away from the National Assembly or pass punitive bills. Bure Kabisa!",Wed Oct 09 03:37:37 +0000 2024,2,6
951,I_am_Daniel,"#morarakebaso says there is a snitch within their circle...

President William Ruto Kasmuel McOure State House DP Rigathi Gachagua https://t.co/I3C8cSK45m",Mon Oct 07 15:57:20 +0000 2024,5,19
952,LW🇰🇪,"The corruption scandals surrounding Rigathi Gachagua are endless. From stealing coffee in Mathira to defrauding the county coffers, he’s nothing but a selfish, greedy cartel. Why Gachagua MustGo 
 #TheWamunyoroThief https://t.co/GXXzjuCBas",Fri Oct 04 10:47:47 +0000 2024,0,0
953,"Cyprian, Is Nyakundi","Deputy President Rigathi Gachagua's family takes unprecedented step of publicly releasing the Will of his late brother, Nderitu Gachagua, who was the Nyeri governor at the time of his death in February 2017, in a bid to counter accusations of amassing ill-gotten wealth amid https://t.co/c650JlkuNY",Mon Oct 07 10:27:22 +0000 2024,498,3515
954,"Robert ALAI, HSC","Rigathi Gachagua has sent goons now to EA Spectre in Industrial area. 

Gas cylinder factory under attack now.",Mon Mar 27 09:44:07 +0000 2023,1022,6100
955,Kavuli M. Bernard,"If your area doesn't have development projects, please don't impeach the deputy president. I don't allocate resources for development. It is your work to allocate money for projects. Blame yourself!

~ Rigathi Gachagua.",Tue Oct 08 15:31:16 +0000 2024,135,330
956,Omwamba 🇰🇪,Describe Rigathi Gachagua using one word,Tue Jul 19 17:26:41 +0000 2022,368,5722
957,Kigen Kipruto,Does Rigathi Gachagua's oversized suits belong to his late brother or his sons or he bought them during Kibaki's tenure when things were working and the economy was good? #EndOfAnError #MiradiZaGava #morarakebaso #AboveAndBeyond https://t.co/0ddhNmnjZC,Mon Oct 07 17:52:33 +0000 2024,0,1
958,"William Samoei Ruto, PhD","Congratulations Rigathi Gachagua my very able running mate. Kenyans are confident that in you we have a seasoned,passionate and focused  leader to help us steer kenya kwanza to victory and the nation to prosperity. We thank almighty God na ubarikiwe saaan. Never mind the media.",Tue Jul 19 19:23:57 +0000 2022,5556,34007
959,NewsFeed_Kenya,Deputy President Rigathi Gachagua appears before MPs during his impeachment proceedings. https://t.co/3wIK9l5xth,Tue Oct 08 14:38:13 +0000 2024,2,7
960,"Abuga Makori EGH, MBE","DP Rigathi Gachagua MISCALCULATED when he led open rebellion against President William Ruto at the time of need in June. He even openly lectured NIS boss Noordin Haji. He has continued to lecture Ruto indirectly. For me, it's time to cut him into sizes before he becomes https://t.co/dPseFhSfbz",Thu Sep 12 14:51:45 +0000 2024,51,489
961,Mwalimu🇰🇪🇺🇲,"😂😂 what is this guy saying. Your performance is below average my guy!

Rigathi Gachagua. Dr Moraa. Starlink. Haaland. Oscar Sudi. Mpesa. #Maandamano . Joho. Sifuna. Githurai. Safaricom. Resign. Kikuyus. https://t.co/bB8myAkhRP",Mon Sep 23 15:10:19 +0000 2024,6,27
962,Yoko,"David Ndii in 2027

""Mbna Sasa uliambia Mps wako waimpeach Rigathi Gachagua, tumeshindwa na ndio hapa kesi imepita""

#ImpeachBoth https://t.co/O7ROXn9ybQ",Mon Sep 23 17:47:59 +0000 2024,40,56
963,MureaCollins🇰🇪,After Impeachment is Court cases and INTIMIDATIONS from DCI and EACC to tame his tongue. Fighting from outside the government for 3years isn't a joke . DP Rigathi Gachagua ako na kibarua https://t.co/sveO02hYid,Tue Oct 08 23:54:14 +0000 2024,3,4
964,Omwamba 🇰🇪,"Deputy President Rigathi Gachagua Says Musalia Mudavadi and Moses Wetangula bargained for 30% of shares within the Kenya Kwanza government although they were supposed to give them 70% of the votes which they did Not.
Gachagua ameamua kuchoma Shule na Certificates Zote 😂 https://t.co/cJ2BHRpxvy",Mon Oct 07 18:20:40 +0000 2024,503,2478
965,𝕆𝕜𝕖𝕟𝕒𝕘𝕨𝕒🇺🇲𓃵,"What a great man who shared
Who shared his property to  his brother the Deputy president Hon. Rigathi Gachagua https://t.co/i2pwOMj1Og",Mon Oct 07 16:38:03 +0000 2024,16,115
966,Eng. Nyasikera,We have fools in the government. Rigathi Gachagua is not one of them,Tue Oct 08 15:31:13 +0000 2024,264,1062
967,I_am_Daniel,"This is somewhere in Tana River county. So Senator Mungatana is impeaching DP Rigathi Gachagua instead of building schools. When will Kenyans learn to focus?

#Maandamano Mpesa Dr. Moraa Karen Nyamu Mboro Governor Natembeya John Mbadi https://t.co/1G5RZgGRLW",Mon Sep 23 20:41:40 +0000 2024,6,23
968,Being Mo,"""I'm putting you Rigathi Gachagua on notice. You are going to be impeached and I am going to be in charge of the impeachment""~ Gladys Baddie Sholei
Ma'am you're just terrible.",Mon Sep 23 19:21:35 +0000 2024,4,7
969,MetroBoomin,"Rigathi gachagua @rigathi can cry all he wants but we are not falling for this bullshit again. We learnt our lesson the hard way with his boss Ruto. If you're not satisfied with your job,QUIT and go home. Kosa si kufanya makosa,kosa ni kurudia makosa. Haturudii kosa",Fri Sep 20 18:28:10 +0000 2024,2028,6139
970,𝐎𝐓𝐆 𝐅𝐞𝐥𝐢𝐱 ⛨,"Rigathi Gachagua is better than William Ruto. 

He is a man of truth and that's why they decided to get rid of him. https://t.co/HC4DydJkRU",Tue Oct 08 18:25:05 +0000 2024,0,0
971,itaishia kwa Machozi,Rigathi Gachagua is Kalenjin. He helped Moi chase away Kikuyu from Molo in 1997. He hates his own community.,Fri May 13 21:06:01 +0000 2022,62,631
972,Author Sakwah Ongoma,"Aki na Popo negotiated for factories, roads, and 30% of the UDA government.  I have never heard them demanding for their promised share like Rigathi Gachagua has been doing. https://t.co/kwcabaQCmO",Mon Oct 07 19:14:46 +0000 2024,158,783
973,Omwamba 🇰🇪,I am putting you Rigathi Gachagua on notice. You are going to be impeached and I am going to be in charge of the Impeachment - Gladys Boss Shollei https://t.co/pT2z70cNNI,Mon Sep 23 17:41:37 +0000 2024,88,484
974,VICMO 维克托🇰🇪🇨🇳,"A decision has been made that Gachagua is no longer useful to this administration. My role was to help fight Uhuru Kenyatta and bring Ruto to power, in short they were using me 😭😭- Rigathi Gachagua ....say👂👂 https://t.co/6ik3YIWtBA",Mon Oct 07 18:32:28 +0000 2024,1,2
975,TL Elder,"Mimi I am angry because nimerushwa pesa na some people close to Rigathi Gachagua I was given 50K to organise Mombasa demonstrations and promised if it will be successful they will give me 500K in cash saa hii jamaa wamenizimia simu. 
Expose Gachagua. 
#RejectFinanceBill2024",Fri Jun 21 20:20:04 +0000 2024,1042,2082
976,LW🇰🇪,"Rigathi Gachagua is a coward, hiding behind empty promises while Kenya suffers. His influence is dwindling, and it’s time we finish what he started—his removal.  Why Gachagua MustGo 
 #TheWamunyoroThief https://t.co/pZI6JBT6I2",Fri Oct 04 12:43:14 +0000 2024,15,1
977,Eric,"Congratulations to William Ruto and Rigathi Gachagua!

It is time to unite the country, rebuild our economy and improve the lives of Kenyans.

#ElectionsKE2022",Mon Aug 15 13:43:07 +0000 2022,2924,16694
978,Hon. Mwangi Kiunjuri,DP Rigathi Gachagua is very Truthful. My party Got NOTHING in the power sharing agreement. That's when I came to realize Ruto cowed me.,Mon Oct 07 18:25:40 +0000 2024,572,3814
979,Wanjiru✨🇰🇪,Take home message Rigathi Gachagua is an orphan and a lonely man https://t.co/f12PkwAFbz,Mon Oct 07 17:42:57 +0000 2024,1,2
980,DCI Meru,This what Rigathi Gachagua went through to make Ruto president in 2022. https://t.co/GQnoYEYlDN,Mon Sep 23 18:32:30 +0000 2024,10,27
981,Citizen TV Kenya,"DP Rigathi Gachagua: I have been invited to appear in the National Assembly tomorrow at 5 pm and I want to confirm to the honourable members, the Speaker and the people of Kenya that I’ll avail myself at that time and prosecute my defense for 2 hours and I trust the honourable https://t.co/8LNTbPM7ax",Mon Oct 07 16:29:03 +0000 2024,121,648
982,Godie Muthamia,"BREAKING NEWS:
All Kenyan politicians above 30 years are corrupt. We must inject and eject them out! SHIF is a scam. William Ruto is liar. Rigathi Gachagua is not a truthful man but wants revenge. They must Resign! #Maandamano 
{Source @INJECTKenya } https://t.co/5mlauG7eKY",Mon Sep 23 15:51:56 +0000 2024,8,29
983,National Assembly KE,"The National Assembly by a majority has resolved to remove from office, by impeachment, H.E. Hon. Rigathi Gachagua, EGH, the Deputy President of the Republic of Kenya https://t.co/CTsoemZkf8",Tue Oct 08 18:28:06 +0000 2024,109,607
984,TheStarKenya,"Security has been beefed up at Parliament Buildings as Members of Parliament debate Deputy President Rigathi Gachagua's impeachment motion.

Police have blocked major roads leading to Parliament.

Police authorities said the move to increase personnel on patrol and in anti-riot https://t.co/fDk7cAiDsv",Tue Oct 08 10:14:31 +0000 2024,6,43
985,Godie Muthamia,"Different school but the same syllabus.

#Maandamano Rigathi Gachagua Charlene Ruto Oscar Sudi Cate Waruguru Diddy https://t.co/DFmp4wPcLe",Mon Sep 23 15:47:10 +0000 2024,5,25
986,Omwamba 🇰🇪,"BREAKING NEWS
DP Rigathi Gachagua’s State of the Nation Address briefing Pushed to 7: 30 PM! https://t.co/xwaDYeLAYE",Mon Oct 07 16:17:26 +0000 2024,79,577
987,Alinur Mohamed,"An impeachment motion against DP Rigathi Gachagua has been formally submitted to the National Assembly.

Clouds are gathering, monkeys are committing suicide...",Wed Jul 10 09:15:38 +0000 2024,900,4007
988,Pretty Wambui♥️,"Let's talk about Rigathi Gachagua 

He didn't condemn the killing of Kenyans during Maandamano.

He didn't  join Kenyans in calling out Ruto and his cartel against selling JKIA to Adani Group. 

What did Rigathi Gachagua Do,

He never bothered to support us when we needed him the https://t.co/Dg0YCbYfvf",Mon Sep 23 16:28:33 +0000 2024,13,43
989,Ahmednasir Abdullahi SC,Hon @RIGATHI GACHAGUA should cut a quick deal with H.E @WILLIAMSRUTO TONIGHT or at least by TOMORROW before 4pm...RESIGN and NEGOTIATE an amnesty and an undertaking from President Ruto not to send his DOGS after him. At a reasonable fees...the usual rate for white-shoe law firms,Tue Oct 08 19:40:35 +0000 2024,222,1237
990,KOT OCS👮👮,Wanasema makosa ingine Rigathi Gachagua amefanya ni ATI huwa haendi Airport to receive the president akitoka trips zake😂😂😂,Tue Oct 08 11:59:43 +0000 2024,506,3170
991,I am Chege,"Now that Rigathi Gachagua has been impeached,

Let us now focus on Comrade Amari.

He was arrested near Lang'ata Police Station today.

He tweeted 4 hours ago that he was being moved somewhere else

Kindly dive in and help Amari.

#FreeAmari #ImpeachBothKufaDerevaKufaMakanga https://t.co/Mfrn4vTonV",Tue Oct 08 18:42:24 +0000 2024,400,389
992,Mambo Mseto X,"""Wewe Sudi tunajua haukusoma na kazi yako ni kupiga naibu wa rais""

Gathoni Wamuchomba fingers Oscar Sudi over forged academic papers and continued fights directed at Deputy President Rigathi Gachagua. https://t.co/fkLZGQERIm",Mon Sep 23 15:47:30 +0000 2024,54,57
993,George T. Diano,"True to his words, Rigathi Gachagua is a true son of Mau Mau. Even if they succeed with the impeachment, he has earned my respect. He grabbed the bull by its horns or should I say balls. I've never seen someone disrespecting the Sugoi thief like him to a point of whistling.",Mon Oct 07 19:07:02 +0000 2024,1347,6373
994,Helter Skelter,Rigathi Gachagua is playing a video of President William Ruto insulting George Kinoti 😂😂🔥,Tue Oct 08 15:27:16 +0000 2024,27,138
995,мυℓємϐє иατιοи ƒαϲτѕ,"Rigathi Gachagua:  I made my money during Kibaki era when things were working.🤣🤣

Hakuna inchi hapa.",Mon Oct 07 16:49:35 +0000 2024,68,290
996,Morara Kebaso Snr,The disagreement between William Ruto and Rigathi Gachagua has nothing to do with you as a Kenyan getting development and services. It is about one Pwagu stealing more than the other Pwagu. The MPs are active in that disagreement because they are the pipes by which money flows,Sun Sep 15 05:55:54 +0000 2024,3871,10683
997,𝗨𝗡𝗗𝗘𝗥𝗥𝗔𝗧𝗘𝗗 𝗡𝗜𝗡𝗝𝗔,Rigathi Gachagua's first assignment as a DP is to get back his KSh 200M taken by the state.,Mon Aug 15 15:38:38 +0000 2022,1218,7289
998,Ruth Wachera,“ Rigathi Gachagua is sometimes a lonely man. His mother died and some of his brothers died. Hence I decided to go to Meru and buy land and be close to some of my relatives” Rigathi Gachagua,Mon Oct 07 16:53:53 +0000 2024,0,1
999,iamjinx,"Rigathi Gachagua ni wale wasee  mtacheza nao prep time,alaf asubuhi anarauka mbele yako anasoma. Unapata alishafanya assignment alaf time ya exam anatop",Tue Jul 19 17:59:26 +0000 2022,444,2355
1000,Dan Nyagah,Do you think Rigathi Gachagua should be impeached? https://t.co/Hm9MgdnhnZ,Mon Sep 23 18:46:22 +0000 2024,4,34
1001,"Hon.Moses Kuria,HSC",To my brother DP Rigathi Gachagua. Thank you for your kind words. Indeed God has His own designs. I am a believer. I strongly trust that He will make me the current Mt Kenya kingpin and the 6th President of the Republic of Kenya. Asante Ndugu https://t.co/7uaJ8HdQq0,Wed Aug 21 15:13:25 +0000 2024,676,5315
1002,Muhoho,"even if rigathi gachagua will be impeached today, we know he stood his ground and dint try even telling a single lie or diverting allegations.",Tue Oct 08 15:42:56 +0000 2024,5,37
1003,abdikadikr abdi,"Dp Rigathi Gachagua :
Served as DO during Moi's administration
Served for years as Uhuru Kenyatta'S PA
He served as an mp
Zakayo's administration fired NIS big brains which he hired
He is fearless and Ruthless
He knows alot. 

He will give them ulcers https://t.co/MdhD0BICQI",Mon Oct 07 20:18:49 +0000 2024,0,2
1004,Sam Terriz,"I am putting you on notice, Rigathi Gachagua. You are going to be impeached!

#SystemYaFacts https://t.co/85E1TT1VfD",Mon Sep 23 18:35:09 +0000 2024,46,145
1005,Mahalon Odhiambo,"Even if the Senate saves my boss DP Rigathi Gachagua, the relationship is strained and he will not over a peaceful working environment to discharge his mandate properly as the Deputy President.
Let us form a political movement and start mobilising and strategizing for 2027.",Wed Oct 09 04:07:45 +0000 2024,0,0
1006,DCI KENYA,"HOW MATHIRA MP RIGATHI GACHAGUA USED YOUTHS TO LAUNDER TAXPAYERS MONEY IN FRAUDULENT TENDER DEALS  (A Thread)
 
The Directorate of Criminal Investigations welcomes yesterday’s ruling by High Court Judge Esther Maina, directing Mathira Member of Parliament Rigathi Gachagua,",Fri Jul 29 21:16:13 +0000 2022,2078,5665
1007,LW🇰🇪,"Rigathi Gachagua is a village bully who uses his influence to intimidate others and push his selfish agenda. His greed and lack of empathy for ordinary Kenyans are clear.  Why Gachagua MustGo 
 #TheWamunyoroThief https://t.co/0XI5RTyLFO",Fri Oct 04 11:03:43 +0000 2024,0,0
1008,TUKO.co.ke | The Heartbeat of Kenya,"If you had a moment with Deputy President Rigathi Gachagua, what would you tell him?

Photo: Rigathi Gachagua (X) https://t.co/4Rk1EuSj77",Mon Sep 23 19:57:05 +0000 2024,0,1
1009,"Cyprian, Is Nyakundi",A section of Luhya MPs now pushing for Prime Cabinet Secretary Musalia Mudavadi to be appointed as Deputy President if Rigathi Gachagua is impeached. https://t.co/r2cxQs3qJB,Mon Oct 07 10:31:02 +0000 2024,241,1606
1010,Fazul Khalid,"Panic As Deputy President Rigathi Gachagua Set To Be Impeached !!!
https://t.co/dQqwo3XebC #KarenNyamu #Kesho #Wote #RigathiGachagua #SHIF #Maandamano #Sifuna",Mon Sep 23 20:05:45 +0000 2024,0,0
1011,"KIPCHUMBA MURKOMEN, E.G.H",Rigathi Gachagua is the radiance of wisdom and brilliance. His critics are shocked but we are not. He is the man we have come to know and appreciate as Kenya Kwanza team. He is practical. He is the DP we need at this very challenging time in our country. 💪💪,Tue Jul 19 18:56:11 +0000 2022,1661,12096
1012,Warren Gee🇰🇪🇰🇪🗽🗽,"BREAKING NEWS:
Rigathi Gachagua spotted going to Murima after his impeachment by the parliament https://t.co/ui9xkY3xU8",Tue Oct 08 18:43:56 +0000 2024,0,1
1013,DP 🇰🇪,"It seems Rigathi Gachagua does not own anything.

It all belongs to his diseased brother. https://t.co/acnH4QDfcl",Mon Oct 07 16:40:22 +0000 2024,3,44
1014,Juma,Rigathi Gachagua is not a fool btw,Mon Oct 07 18:48:56 +0000 2024,0,2
1015,KOT Socha 🇰🇪,"Rigathi Gachagua anatackle each allegation omundu khumundu,,this guy should be the president",Tue Oct 08 15:15:01 +0000 2024,156,762
1016,"H.E. Rigathi Gachagua, EGH","All is well, relax good people. 

Don't be drawn into sideshows. We have no time for their usual drama. Our business right now is verification of form 34A and 34B at the national tallying center.",Sat Aug 13 11:45:36 +0000 2022,2161,16280
1017,Punstar,Nderitu Gachagua left his property to his brother Rigathi Gachagua but not to his wife? https://t.co/SCUBZPJaqi,Mon Oct 07 17:12:08 +0000 2024,4,22
1018,Wycliffe JB,Rigathi Gachagua breathing fire calling out the adani scandal the public theft in health he has said everything in black and white,Mon Oct 07 18:34:50 +0000 2024,0,4
1019,Breaking News,"Revisiting Kenya Kwanza pre-election pacts: 
While pushing back accusations about his ‘shareholding’ remarks, DP Rigathi Gachagua revealed ‘secret’ Kenya Kwanza agreement. https://t.co/3OTnGlOoCc",Wed Oct 09 04:07:43 +0000 2024,1,3
1020,Nivrlac🇰🇪,"Saa hii najua pesa ya Rigathi Gachagua inatembea in dollars and pounds to bank accounts outside kenya. 

Akili kichwani..",Wed Oct 09 05:36:56 +0000 2024,1,2
1021,Nelson Havi,This reminds me of the trial of King Charles I. DP Rigathi Gachagua must and shall go but the Speaker of the National Assembly like Oliver Cromwell before him as well as all the MPs baying for the DP’s blood will meet the same fate as the DP. They will meet their political end.,Tue Oct 08 14:21:14 +0000 2024,717,2586
1022,Ahmednasir Abdullahi SC,"DP @rigathi is the biggest casualty in the reconstituted cabinet/government. DP Gachagua is a dead man walking! He is a fatally wounded man and I think he will die of his wounds before 2027. Even though 37% of the cabinet are from Mt Kenya, none remotely owes any allegiance  to",Thu Jul 25 10:22:50 +0000 2024,840,4233
1023,EDGAR 🇰🇪,"When William Ruto criticized the IG and DCI as the Deputy President who I learnt from, nobody brought Ruto here for Impeachment. ~ Rigathi Gachagua.

Buana someone give me a glass of porridge with an Amarula Flavour!",Tue Oct 08 15:26:33 +0000 2024,478,1834
1024,Carol Cheruiyot,"Rigathi Gachagua’s alleged insubordination by openly opposing government policies weakens the unity of the executive branch. His defiance of the President’s initiatives harms the administration’s ability to function effectively.

#KufaMakangaOkoaNchi
DP Aende Home https://t.co/cNasu7rOvG",Sat Oct 05 10:31:34 +0000 2024,0,0
1025,Nelson Havi,"Rigathi Gachagua: 10/10
Martha Karua:   5/10",Tue Jul 19 18:23:33 +0000 2022,1044,9423
1026,Ahmednasir Abdullahi SC,"Hon Rigathi Gachagua is legally and officially the undisputed leader of Mt. Kenya. H.E UHURU, his predecessor has started his terminal leave. The abuse and trolling from azimio minnows won't do.",Mon Jul 18 07:40:13 +0000 2022,526,4283
1027,Alinur Mohamed,"No one knew about Mathira MP until Rigathi Gachagua brought him to limelight and supported him. Guess what the same guy did? He voted to impeach Gachagua.
Binadamu mnakuwaga aje?",Tue Oct 08 18:34:57 +0000 2024,252,1342
1028,The Kenyan Vigilante,""" Impeaching Rigathi Gachagua will bring both a constitutional and Political crisis!"" Teacher Sheyii explains! https://t.co/6HLHj6Pmxa",Mon Sep 23 12:07:33 +0000 2024,20,64
1029,Toney House Hunter,"Good evening ladies and gentlemen, anyone house hunting around Nairobi County?
Call or WhatsApp 0716191068.
Can help you around Thika Road, Ngong Road, Rongai or kiambu Rd. 

Rigathi Gachagua 
Charlene Ruto embu county 
Sifuna prof The Standard Group 
Diddy",Mon Sep 23 14:17:02 +0000 2024,10,10
1030,12funk,Uhuru kenyatta warned them to vote wisely and they chose to vote with their feelings for Rigathi Gachagua and now they want everyone to feel remorseful that their foolish incompetent leader has been impeached. You can all hold this L and next time vote wisely,Wed Oct 09 00:13:10 +0000 2024,1,0
1031,Ahmednasir Abdullahi SC,It is really gratifying to see that the people of Mt Kenya region have not only embraced their son Hon Rigathi Gachagua as the incoming Deputy President of Kenya but have also accepted him as the new undisputed leader of Mt Kenya.,Tue Jun 07 21:22:15 +0000 2022,395,3223
1032,"H.E. Rigathi Gachagua, EGH","Good afternoon, Kenya.
I am home; I am happy to be back after a fruitful official visit to Colombia.  As the saying goes; East or West, Home is Best.

While away, I keenly kept abreast discussions back home, especially on the recent spike in oil prices, which, though global, have",Sun Sep 17 10:24:09 +0000 2023,1342,7260
1033,Mutua B,"If Lynn Ngugi was the one hosting Rigathi Gachagua today, she would probably be wiping her tears for the 50th time. This guy knows how to seek sympathy. 😂😂",Mon Oct 07 17:29:40 +0000 2024,23,173
